B1_avg,B2_avg,B3_avg,B4_avg,B5_avg,B6_avg,B7_avg,B8_avg,B9_avg,Direction,RP,X,Y,Device
-87,-86,-80,-82,-80,-77,-84,-80,-85,norte,P_5_2,3.92,7.09,Moto7
-87,-87,-79,-82,-80,-78,-84,-79,-83,norte,P_5_2,3.92,7.09,Moto7
-87,-86,-79,-83,-80,-78,-84,-78,-84,norte,P_5_2,3.92,7.09,Moto7
-85,-84,-79,-82,-79,-78,-83,-74,-86,norte,P_5_2,3.92,7.09,Moto7
-84,-88,-79,-81,-80,-78,-84,-79,-86,norte,P_5_2,3.92,7.09,Moto7
-86,-85,-79,-84,-77,-77,-84,-76,-89,norte,P_5_2,3.92,7.09,Moto7
-88,-80,-79,-82,-77,-77,-83,-77,-87,norte,P_5_2,3.92,7.09,Moto7
-90,-83,-82,-82,-75,-75,-83,-81,-85,norte,P_5_2,3.92,7.09,Moto7
-89,-83,-84,-84,-75,-78,-85,-82,-83,norte,P_5_2,3.92,7.09,Moto7
-91,-85,-83,-83,-74,-77,-85,-82,-86,norte,P_5_2,3.92,7.09,Moto7
-88,-85,-83,-81,-75,-78,-84,-80,-90,norte,P_5_2,3.92,7.09,Moto7
-83,-84,-80,-83,-77,-77,-84,-81,-92,norte,P_5_2,3.92,7.09,Moto7
-87,-81,-79,-84,-78,-75,-83,-79,-92,norte,P_5_2,3.92,7.09,Moto7
-85,-88,-79,-87,-77,-75,-81,-76,-89,norte,P_5_2,3.92,7.09,Moto7
-86,-84,-83,-86,-78,-85,-79,-77,-89,leste,P_5_2,3.92,7.09,Moto7
-84,-81,-80,-87,-77,-88,-80,-81,-86,leste,P_5_2,3.92,7.09,Moto7
-81,-81,-81,-83,-79,-86,-79,-82,-86,leste,P_5_2,3.92,7.09,Moto7
-84,-80,-81,-87,-78,-84,-81,-81,-86,leste,P_5_2,3.92,7.09,Moto7
-85,-82,-80,-85,-77,-82,-82,-80,-89,leste,P_5_2,3.92,7.09,Moto7
-84,-82,-80,-86,-78,-83,-81,-81,-90,leste,P_5_2,3.92,7.09,Moto7
-84,-83,-80,-84,-78,-80,-83,-77,-91,leste,P_5_2,3.92,7.09,Moto7
-84,-87,-81,-86,-78,-83,-82,-78,-87,leste,P_5_2,3.92,7.09,Moto7
-83,-84,-80,-88,-78,-83,-80,-82,-95,leste,P_5_2,3.92,7.09,Moto7
-83,-85,-80,-85,-77,-83,-83,-80,-91,leste,P_5_2,3.92,7.09,Moto7
-83,-85,-80,-86,-77,-83,-82,-83,-90,leste,P_5_2,3.92,7.09,Moto7
-82,-82,-81,-89,-79,-84,-85,-79,-89,leste,P_5_2,3.92,7.09,Moto7
-81,-82,-82,-88,-79,-88,-77,-80,-91,leste,P_5_2,3.92,7.09,Moto7
-81,-84,-84,-88,-79,-84,-79,-80,-92,leste,P_5_2,3.92,7.09,Moto7
-82,-84,-83,-90,-78,-85,-80,-81,-92,leste,P_5_2,3.92,7.09,Moto7
-84,-82,-81,-89,-77,-86,-84,-85,-93,leste,P_5_2,3.92,7.09,Moto7
-84,-86,-86,-85,-82,-85,-87,-85,-91,leste,P_5_2,3.92,7.09,Moto7
-82,-84,-82,-85,-80,-86,-88,-83,-94,leste,P_5_2,3.92,7.09,Moto7
-84,-81,-79,-88,-77,-89,-87,-87,-94,leste,P_5_2,3.92,7.09,Moto7
-82,-82,-80,-86,-77,-86,-85,-85,-95,leste,P_5_2,3.92,7.09,Moto7
-82,-83,-82,-84,-83,-87,-83,-84,-89,leste,P_5_2,3.92,7.09,Moto7
-82,-84,-84,-83,-83,-85,-82,-85,-87,leste,P_5_2,3.92,7.09,Moto7
-81,-85,-81,-86,-79,-85,-85,-86,-90,leste,P_5_2,3.92,7.09,Moto7
-82,-85,-84,-91,-78,-89,-82,-85,-94,leste,P_5_2,3.92,7.09,Moto7
-82,-86,-85,-92,-77,-86,-84,-84,-94,leste,P_5_2,3.92,7.09,Moto7
-82,-85,-84,-94,-77,-86,-81,-83,-93,leste,P_5_2,3.92,7.09,Moto7
-82,-85,-83,-93,-77,-85,-80,-83,-94,leste,P_5_2,3.92,7.09,Moto7
-84,-85,-83,-90,-76,-83,-80,-83,-92,leste,P_5_2,3.92,7.09,Moto7
-85,-85,-86,-93,-77,-83,-80,-84,-95,leste,P_5_2,3.92,7.09,Moto7
-84,-82,-77,-85,-79,-86,-81,-83,-91,sul,P_5_2,3.92,7.09,Moto7
-83,-82,-78,-91,-76,-83,-81,-84,-86,sul,P_5_2,3.92,7.09,Moto7
-85,-82,-78,-85,-77,-79,-89,-83,-93,sul,P_5_2,3.92,7.09,Moto7
-82,-85,-80,-80,-79,-76,-90,-82,-92,sul,P_5_2,3.92,7.09,Moto7
-78,-83,-82,-79,-78,-75,-92,-88,-85,sul,P_5_2,3.92,7.09,Moto7
-79,-84,-80,-78,-77,-76,-87,-87,-91,sul,P_5_2,3.92,7.09,Moto7
-86,-79,-78,-82,-77,-78,-89,-86,-91,sul,P_5_2,3.92,7.09,Moto7
-87,-77,-78,-83,-78,-78,-89,-81,-92,sul,P_5_2,3.92,7.09,Moto7
-87,-79,-77,-83,-78,-79,-89,-86,-92,sul,P_5_2,3.92,7.09,Moto7
-88,-78,-78,-82,-78,-77,-89,-84,-93,sul,P_5_2,3.92,7.09,Moto7
-89,-78,-78,-82,-78,-80,-89,-83,-93,sul,P_5_2,3.92,7.09,Moto7
-87,-77,-78,-83,-80,-79,-88,-85,-92,sul,P_5_2,3.92,7.09,Moto7
-89,-77,-78,-84,-79,-79,-86,-79,-91,sul,P_5_2,3.92,7.09,Moto7
-83,-80,-80,-83,-81,-78,-87,-84,-92,sul,P_5_2,3.92,7.09,Moto7
-85,-79,-79,-84,-81,-79,-87,-84,-93,sul,P_5_2,3.92,7.09,Moto7
-89,-78,-79,-82,-77,-80,-88,-85,-91,sul,P_5_2,3.92,7.09,Moto7
-85,-77,-79,-83,-76,-78,-88,-84,-89,sul,P_5_2,3.92,7.09,Moto7
-86,-81,-80,-82,-76,-78,-88,-90,-89,sul,P_5_2,3.92,7.09,Moto7
-88,-80,-80,-81,-77,-76,-89,-91,-90,sul,P_5_2,3.92,7.09,Moto7
-84,-80,-80,-81,-77,-78,-89,-87,-87,sul,P_5_2,3.92,7.09,Moto7
-85,-81,-82,-80,-77,-77,-86,-89,-89,sul,P_5_2,3.92,7.09,Moto7
-83,-81,-84,-80,-77,-78,-88,-88,-88,sul,P_5_2,3.92,7.09,Moto7
-83,-79,-85,-80,-77,-79,-87,-85,-89,sul,P_5_2,3.92,7.09,Moto7
-85,-80,-84,-81,-77,-78,-87,-88,-91,sul,P_5_2,3.92,7.09,Moto7
-85,-81,-85,-81,-78,-78,-88,-91,-88,sul,P_5_2,3.92,7.09,Moto7
-86,-79,-84,-82,-78,-77,-90,-90,-88,sul,P_5_2,3.92,7.09,Moto7
-80,-80,-85,-82,-78,-79,-89,-88,-90,sul,P_5_2,3.92,7.09,Moto7
-83,-80,-82,-80,-77,-80,-87,-85,-88,sul,P_5_2,3.92,7.09,Moto7
-83,-80,-85,-81,-77,-78,-87,-86,-89,sul,P_5_2,3.92,7.09,Moto7
-80,-84,-85,-81,-85,-83,-83,-77,-82,oeste,P_5_2,3.92,7.09,Moto7
-78,-84,-88,-84,-85,-81,-84,-76,-84,oeste,P_5_2,3.92,7.09,Moto7
-80,-85,-89,-88,-86,-81,-83,-75,-85,oeste,P_5_2,3.92,7.09,Moto7
-80,-85,-87,-84,-84,-81,-84,-74,-86,oeste,P_5_2,3.92,7.09,Moto7
-79,-83,-88,-87,-85,-80,-88,-78,-84,oeste,P_5_2,3.92,7.09,Moto7
-78,-87,-87,-81,-83,-82,-89,-76,-88,oeste,P_5_2,3.92,7.09,Moto7
-76,-86,-92,-82,-84,-80,-86,-77,-83,oeste,P_5_2,3.92,7.09,Moto7
-78,-85,-89,-82,-85,-81,-90,-76,-83,oeste,P_5_2,3.92,7.09,Moto7
-81,-85,-89,-82,-86,-79,-87,-75,-85,oeste,P_5_2,3.92,7.09,Moto7
-87,-83,-81,-84,-89,-77,-84,-79,-85,oeste,P_5_2,3.92,7.09,Moto7
-84,-85,-85,-81,-87,-79,-87,-78,-84,oeste,P_5_2,3.92,7.09,Moto7
-86,-90,-83,-80,-86,-79,-86,-78,-84,oeste,P_5_2,3.92,7.09,Moto7
-80,-87,-81,-82,-87,-83,-83,-79,-81,oeste,P_5_2,3.92,7.09,Moto7
-82,-86,-85,-80,-86,-81,-89,-79,-84,oeste,P_5_2,3.92,7.09,Moto7
-79,-82,-86,-78,-87,-85,-88,-80,-86,oeste,P_5_2,3.92,7.09,Moto7
-82,-87,-82,-80,-88,-80,-90,-79,-81,oeste,P_5_2,3.92,7.09,Moto7
-78,-88,-83,-84,-87,-80,-84,-78,-80,oeste,P_5_2,3.92,7.09,Moto7
-77,-88,-81,-81,-88,-78,-84,-79,-80,oeste,P_5_2,3.92,7.09,Moto7
-80,-87,-79,-82,-89,-81,-85,-81,-81,oeste,P_5_2,3.92,7.09,Moto7
-83,-81,-78,-82,-84,-81,-86,-82,-83,oeste,P_5_2,3.92,7.09,Moto7
-83,-82,-77,-86,-87,-82,-84,-82,-81,oeste,P_5_2,3.92,7.09,Moto7
-82,-84,-79,-84,-92,-80,-85,-83,-80,oeste,P_5_2,3.92,7.09,Moto7
-81,-84,-80,-83,-90,-80,-87,-81,-79,oeste,P_5_2,3.92,7.09,Moto7
-81,-85,-80,-87,-89,-81,-88,-79,-81,oeste,P_5_2,3.92,7.09,Moto7
-81,-85,-80,-87,-88,-81,-90,-82,-79,oeste,P_5_2,3.92,7.09,Moto7
-80,-85,-79,-83,-88,-80,-91,-79,-80,oeste,P_5_2,3.92,7.09,Moto7
-80,-87,-79,-84,-90,-77,-88,-80,-80,oeste,P_5_2,3.92,7.09,Moto7
-78,-87,-79,-85,-88,-82,-88,-79,-79,oeste,P_5_2,3.92,7.09,Moto7
-79,-90,-79,-88,-89,-81,-91,-78,-80,oeste,P_5_2,3.92,7.09,Moto7
-83,-84,-79,-84,-72,-83,-82,-79,-83,norte,P_5_3,6.27,7.09,Moto7
-85,-78,-83,-79,-70,-82,-88,-82,-91,norte,P_5_3,6.27,7.09,Moto7
-85,-80,-87,-77,-74,-80,-88,-81,-86,norte,P_5_3,6.27,7.09,Moto7
-83,-82,-85,-81,-79,-78,-89,-80,-90,norte,P_5_3,6.27,7.09,Moto7
-84,-81,-85,-79,-78,-78,-86,-77,-92,norte,P_5_3,6.27,7.09,Moto7
-85,-81,-88,-78,-74,-80,-85,-76,-92,norte,P_5_3,6.27,7.09,Moto7
-87,-79,-84,-78,-71,-80,-85,-80,-91,norte,P_5_3,6.27,7.09,Moto7
-84,-79,-84,-78,-73,-82,-84,-78,-90,norte,P_5_3,6.27,7.09,Moto7
-85,-82,-84,-79,-74,-80,-84,-79,-90,norte,P_5_3,6.27,7.09,Moto7
-83,-83,-87,-80,-75,-80,-85,-78,-89,norte,P_5_3,6.27,7.09,Moto7
-80,-82,-86,-80,-76,-80,-86,-78,-89,norte,P_5_3,6.27,7.09,Moto7
-83,-80,-86,-79,-74,-80,-84,-79,-93,norte,P_5_3,6.27,7.09,Moto7
-80,-80,-84,-79,-73,-83,-87,-78,-86,norte,P_5_3,6.27,7.09,Moto7
-79,-80,-85,-78,-72,-89,-85,-78,-88,norte,P_5_3,6.27,7.09,Moto7
-86,-81,-85,-78,-71,-83,-85,-79,-93,norte,P_5_3,6.27,7.09,Moto7
-84,-81,-87,-79,-72,-83,-82,-78,-95,norte,P_5_3,6.27,7.09,Moto7
-85,-81,-84,-78,-72,-88,-84,-77,-87,norte,P_5_3,6.27,7.09,Moto7
-89,-80,-84,-78,-71,-87,-85,-79,-89,norte,P_5_3,6.27,7.09,Moto7
-84,-80,-84,-78,-70,-85,-85,-80,-89,norte,P_5_3,6.27,7.09,Moto7
-88,-80,-84,-78,-71,-86,-85,-79,-90,norte,P_5_3,6.27,7.09,Moto7
-85,-80,-83,-78,-70,-88,-87,-79,-89,norte,P_5_3,6.27,7.09,Moto7
-81,-81,-83,-79,-71,-86,-85,-78,-90,norte,P_5_3,6.27,7.09,Moto7
-85,-81,-84,-79,-72,-85,-86,-77,-92,norte,P_5_3,6.27,7.09,Moto7
-79,-80,-84,-79,-72,-88,-86,-77,-89,norte,P_5_3,6.27,7.09,Moto7
-86,-81,-86,-79,-72,-85,-84,-75,-96,norte,P_5_3,6.27,7.09,Moto7
-84,-82,-84,-79,-72,-84,-86,-78,-99,norte,P_5_3,6.27,7.09,Moto7
-83,-81,-84,-79,-72,-84,-87,-78,-89,norte,P_5_3,6.27,7.09,Moto7
-85,-81,-83,-78,-71,-85,-87,-77,-93,norte,P_5_3,6.27,7.09,Moto7
-84,-82,-83,-79,-71,-84,-86,-79,-92,norte,P_5_3,6.27,7.09,Moto7
-81,-83,-78,-89,-78,-87,-88,-77,-88,leste,P_5_3,6.27,7.09,Moto7
-76,-84,-76,-90,-79,-88,-89,-82,-82,leste,P_5_3,6.27,7.09,Moto7
-77,-86,-75,-88,-78,-86,-87,-77,-85,leste,P_5_3,6.27,7.09,Moto7
-73,-88,-82,-82,-77,-84,-88,-79,-85,leste,P_5_3,6.27,7.09,Moto7
-72,-87,-83,-86,-76,-89,-88,-75,-87,leste,P_5_3,6.27,7.09,Moto7
-77,-89,-75,-87,-80,-82,-85,-75,-82,leste,P_5_3,6.27,7.09,Moto7
-83,-90,-78,-89,-82,-86,-85,-77,-83,leste,P_5_3,6.27,7.09,Moto7
-77,-90,-78,-88,-82,-87,-83,-79,-84,leste,P_5_3,6.27,7.09,Moto7
-79,-90,-78,-89,-85,-85,-82,-80,-83,leste,P_5_3,6.27,7.09,Moto7
-74,-87,-75,-83,-80,-86,-87,-77,-87,leste,P_5_3,6.27,7.09,Moto7
-73,-89,-74,-84,-83,-88,-90,-78,-87,leste,P_5_3,6.27,7.09,Moto7
-73,-91,-75,-84,-81,-87,-88,-78,-85,leste,P_5_3,6.27,7.09,Moto7
-73,-86,-74,-84,-78,-88,-88,-78,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-86,-74,-85,-78,-88,-89,-78,-88,leste,P_5_3,6.27,7.09,Moto7
-73,-88,-74,-85,-78,-87,-89,-78,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-87,-75,-83,-77,-87,-88,-78,-85,leste,P_5_3,6.27,7.09,Moto7
-73,-87,-75,-83,-76,-87,-88,-79,-87,leste,P_5_3,6.27,7.09,Moto7
-73,-88,-75,-86,-79,-88,-89,-78,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-87,-75,-87,-77,-87,-87,-79,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-89,-75,-85,-79,-88,-88,-78,-88,leste,P_5_3,6.27,7.09,Moto7
-73,-87,-76,-85,-81,-88,-88,-81,-85,leste,P_5_3,6.27,7.09,Moto7
-73,-85,-76,-86,-77,-87,-87,-81,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-88,-75,-86,-77,-88,-87,-80,-87,leste,P_5_3,6.27,7.09,Moto7
-73,-89,-77,-84,-77,-87,-88,-80,-85,leste,P_5_3,6.27,7.09,Moto7
-74,-89,-76,-84,-82,-86,-91,-83,-86,leste,P_5_3,6.27,7.09,Moto7
-73,-88,-75,-86,-83,-88,-89,-81,-84,leste,P_5_3,6.27,7.09,Moto7
-74,-86,-73,-90,-80,-90,-88,-78,-85,leste,P_5_3,6.27,7.09,Moto7
-74,-86,-74,-84,-74,-87,-89,-80,-86,leste,P_5_3,6.27,7.09,Moto7
-75,-88,-74,-85,-75,-90,-90,-81,-85,leste,P_5_3,6.27,7.09,Moto7
-80,-81,-80,-82,-79,-81,-91,-82,-89,sul,P_5_3,6.27,7.09,Moto7
-76,-80,-79,-81,-77,-79,-83,-82,-87,sul,P_5_3,6.27,7.09,Moto7
-83,-83,-82,-82,-81,-81,-86,-77,-89,sul,P_5_3,6.27,7.09,Moto7
-81,-82,-80,-78,-80,-80,-87,-76,-84,sul,P_5_3,6.27,7.09,Moto7
-78,-79,-78,-78,-82,-78,-89,-80,-88,sul,P_5_3,6.27,7.09,Moto7
-78,-83,-80,-78,-82,-77,-88,-79,-90,sul,P_5_3,6.27,7.09,Moto7
-76,-82,-80,-77,-85,-77,-89,-81,-89,sul,P_5_3,6.27,7.09,Moto7
-78,-78,-88,-78,-83,-77,-90,-78,-85,sul,P_5_3,6.27,7.09,Moto7
-77,-77,-88,-79,-80,-79,-87,-79,-87,sul,P_5_3,6.27,7.09,Moto7
-84,-79,-87,-78,-82,-78,-84,-78,-90,sul,P_5_3,6.27,7.09,Moto7
-77,-82,-83,-77,-86,-78,-89,-79,-85,sul,P_5_3,6.27,7.09,Moto7
-76,-81,-83,-76,-85,-77,-89,-80,-90,sul,P_5_3,6.27,7.09,Moto7
-79,-83,-84,-77,-84,-77,-90,-79,-85,sul,P_5_3,6.27,7.09,Moto7
-77,-81,-85,-77,-87,-78,-88,-77,-87,sul,P_5_3,6.27,7.09,Moto7
-78,-81,-87,-76,-85,-78,-90,-77,-84,sul,P_5_3,6.27,7.09,Moto7
-79,-81,-82,-77,-88,-77,-89,-78,-86,sul,P_5_3,6.27,7.09,Moto7
-76,-84,-88,-77,-90,-76,-88,-80,-85,sul,P_5_3,6.27,7.09,Moto7
-77,-80,-91,-76,-92,-76,-89,-80,-87,sul,P_5_3,6.27,7.09,Moto7
-78,-79,-85,-77,-92,-76,-88,-79,-88,sul,P_5_3,6.27,7.09,Moto7
-77,-79,-87,-77,-91,-76,-89,-79,-86,sul,P_5_3,6.27,7.09,Moto7
-78,-82,-85,-76,-90,-76,-90,-81,-86,sul,P_5_3,6.27,7.09,Moto7
-78,-80,-91,-76,-90,-76,-89,-77,-86,sul,P_5_3,6.27,7.09,Moto7
-77,-84,-87,-76,-90,-76,-90,-81,-87,sul,P_5_3,6.27,7.09,Moto7
-79,-81,-85,-77,-87,-76,-90,-78,-88,sul,P_5_3,6.27,7.09,Moto7
-76,-81,-85,-76,-88,-76,-91,-79,-85,sul,P_5_3,6.27,7.09,Moto7
-77,-82,-86,-75,-84,-76,-91,-81,-88,sul,P_5_3,6.27,7.09,Moto7
-78,-80,-83,-77,-87,-77,-91,-79,-84,sul,P_5_3,6.27,7.09,Moto7
-77,-81,-88,-77,-83,-76,-89,-78,-84,sul,P_5_3,6.27,7.09,Moto7
-78,-79,-90,-76,-81,-78,-89,-79,-86,sul,P_5_3,6.27,7.09,Moto7
-81,-85,-83,-81,-78,-81,-82,-73,-83,oeste,P_5_3,6.27,7.09,Moto7
-85,-85,-88,-82,-78,-81,-78,-74,-82,oeste,P_5_3,6.27,7.09,Moto7
-84,-85,-89,-80,-83,-82,-78,-73,-82,oeste,P_5_3,6.27,7.09,Moto7
-86,-83,-89,-82,-85,-81,-77,-74,-84,oeste,P_5_3,6.27,7.09,Moto7
-82,-85,-88,-82,-82,-80,-79,-71,-83,oeste,P_5_3,6.27,7.09,Moto7
-80,-85,-92,-81,-80,-80,-80,-71,-82,oeste,P_5_3,6.27,7.09,Moto7
-79,-84,-91,-82,-79,-79,-79,-72,-83,oeste,P_5_3,6.27,7.09,Moto7
-79,-83,-89,-81,-80,-80,-78,-71,-82,oeste,P_5_3,6.27,7.09,Moto7
-81,-83,-87,-81,-79,-79,-80,-70,-86,oeste,P_5_3,6.27,7.09,Moto7
-81,-82,-88,-82,-79,-79,-80,-71,-81,oeste,P_5_3,6.27,7.09,Moto7
-79,-83,-85,-81,-79,-80,-80,-71,-80,oeste,P_5_3,6.27,7.09,Moto7
-81,-82,-87,-79,-80,-80,-80,-70,-84,oeste,P_5_3,6.27,7.09,Moto7
-79,-82,-86,-80,-78,-80,-83,-71,-82,oeste,P_5_3,6.27,7.09,Moto7
-79,-85,-84,-79,-79,-81,-87,-74,-81,oeste,P_5_3,6.27,7.09,Moto7
-84,-85,-88,-84,-78,-84,-83,-73,-81,oeste,P_5_3,6.27,7.09,Moto7
-84,-90,-87,-80,-80,-82,-84,-74,-81,oeste,P_5_3,6.27,7.09,Moto7
-81,-87,-86,-78,-79,-81,-83,-73,-81,oeste,P_5_3,6.27,7.09,Moto7
-80,-87,-86,-78,-78,-81,-85,-73,-81,oeste,P_5_3,6.27,7.09,Moto7
-79,-86,-84,-79,-79,-83,-84,-73,-82,oeste,P_5_3,6.27,7.09,Moto7
-81,-88,-86,-78,-78,-79,-86,-75,-82,oeste,P_5_3,6.27,7.09,Moto7
-81,-83,-84,-78,-78,-83,-83,-74,-83,oeste,P_5_3,6.27,7.09,Moto7
-81,-86,-83,-78,-78,-82,-83,-74,-82,oeste,P_5_3,6.27,7.09,Moto7
-82,-86,-84,-78,-78,-83,-80,-75,-83,oeste,P_5_3,6.27,7.09,Moto7
-82,-85,-87,-78,-79,-83,-81,-74,-82,oeste,P_5_3,6.27,7.09,Moto7
-80,-83,-85,-78,-80,-81,-82,-74,-82,oeste,P_5_3,6.27,7.09,Moto7
-82,-85,-84,-78,-80,-83,-83,-76,-84,oeste,P_5_3,6.27,7.09,Moto7
-83,-85,-84,-78,-79,-82,-84,-74,-83,oeste,P_5_3,6.27,7.09,Moto7
-82,-84,-85,-78,-77,-81,-81,-74,-83,oeste,P_5_3,6.27,7.09,Moto7
-79,-88,-84,-83,-76,-82,-84,-72,-81,oeste,P_5_3,6.27,7.09,Moto7
-90,-90,-92,-90,-89,-81,-85,-70,-87,norte,P_9_1,1.57,13.74,Moto7
-88,-98,-92,-91,-87,-81,-86,-70,-87,norte,P_9_1,1.57,13.74,Moto7
-90,-98,-94,-92,-87,-82,-85,-71,-87,norte,P_9_1,1.57,13.74,Moto7
-91,-93,-92,-87,-86,-81,-82,-68,-87,norte,P_9_1,1.57,13.74,Moto7
-94,-92,-90,-92,-85,-83,-79,-68,-86,norte,P_9_1,1.57,13.74,Moto7
-92,-92,-93,-91,-85,-86,-80,-68,-87,norte,P_9_1,1.57,13.74,Moto7
-91,-94,-91,-92,-85,-87,-80,-68,-87,norte,P_9_1,1.57,13.74,Moto7
-93,-93,-90,-93,-85,-83,-81,-67,-87,norte,P_9_1,1.57,13.74,Moto7
-91,-94,-92,-90,-85,-86,-80,-66,-86,norte,P_9_1,1.57,13.74,Moto7
-91,-94,-92,-89,-84,-83,-79,-68,-86,norte,P_9_1,1.57,13.74,Moto7
-89,-89,-94,-86,-83,-85,-77,-69,-87,norte,P_9_1,1.57,13.74,Moto7
-90,-89,-95,-87,-83,-84,-76,-68,-87,norte,P_9_1,1.57,13.74,Moto7
-94,-90,-93,-86,-83,-83,-76,-67,-84,norte,P_9_1,1.57,13.74,Moto7
-92,-92,-93,-99,-83,-81,-74,-69,-81,norte,P_9_1,1.57,13.74,Moto7
-90,-92,-93,-94,-84,-83,-76,-69,-84,norte,P_9_1,1.57,13.74,Moto7
-89,-92,-94,-102,-84,-81,-75,-68,-85,norte,P_9_1,1.57,13.74,Moto7
-90,-91,-95,-91,-83,-81,-74,-68,-85,norte,P_9_1,1.57,13.74,Moto7
-89,-92,-94,-91,-83,-84,-75,-68,-84,norte,P_9_1,1.57,13.74,Moto7
-89,-92,-96,-90,-84,-83,-76,-67,-82,norte,P_9_1,1.57,13.74,Moto7
-88,-92,-95,-96,-85,-81,-76,-68,-83,norte,P_9_1,1.57,13.74,Moto7
-90,-93,-90,-93,-87,-82,-80,-67,-84,norte,P_9_1,1.57,13.74,Moto7
-91,-91,-89,-93,-85,-80,-75,-72,-83,norte,P_9_1,1.57,13.74,Moto7
-93,-92,-91,-95,-82,-79,-76,-67,-83,norte,P_9_1,1.57,13.74,Moto7
-91,-90,-89,-91,-81,-83,-79,-66,-86,norte,P_9_1,1.57,13.74,Moto7
-87,-89,-89,-88,-80,-83,-78,-70,-89,norte,P_9_1,1.57,13.74,Moto7
-87,-91,-88,-87,-82,-82,-79,-71,-87,norte,P_9_1,1.57,13.74,Moto7
-91,-94,-88,-91,-81,-80,-79,-71,-87,norte,P_9_1,1.57,13.74,Moto7
-93,-91,-91,-89,-80,-80,-79,-71,-94,norte,P_9_1,1.57,13.74,Moto7
-89,-90,-89,-88,-81,-83,-84,-67,-83,norte,P_9_1,1.57,13.74,Moto7
-89,-90,-88,-83,-87,-75,-83,-73,-86,leste,P_9_1,1.57,13.74,Moto7
-85,-86,-88,-82,-87,-76,-85,-73,-79,leste,P_9_1,1.57,13.74,Moto7
-84,-89,-93,-81,-83,-78,-86,-70,-79,leste,P_9_1,1.57,13.74,Moto7
-88,-90,-97,-81,-84,-81,-86,-69,-82,leste,P_9_1,1.57,13.74,Moto7
-88,-87,-94,-81,-83,-82,-84,-69,-76,leste,P_9_1,1.57,13.74,Moto7
-87,-88,-91,-80,-86,-82,-86,-68,-79,leste,P_9_1,1.57,13.74,Moto7
-89,-86,-93,-80,-83,-81,-82,-70,-77,leste,P_9_1,1.57,13.74,Moto7
-86,-88,-90,-80,-85,-83,-84,-68,-76,leste,P_9_1,1.57,13.74,Moto7
-84,-88,-92,-79,-88,-76,-83,-67,-85,leste,P_9_1,1.57,13.74,Moto7
-84,-89,-92,-81,-88,-75,-83,-70,-86,leste,P_9_1,1.57,13.74,Moto7
-84,-87,-93,-82,-88,-79,-84,-71,-84,leste,P_9_1,1.57,13.74,Moto7
-82,-86,-90,-80,-97,-76,-84,-66,-88,leste,P_9_1,1.57,13.74,Moto7
-85,-90,-92,-81,-98,-76,-82,-72,-84,leste,P_9_1,1.57,13.74,Moto7
-85,-90,-92,-81,-93,-77,-83,-74,-82,leste,P_9_1,1.57,13.74,Moto7
-88,-87,-93,-82,-90,-76,-79,-70,-83,leste,P_9_1,1.57,13.74,Moto7
-87,-86,-94,-83,-91,-75,-79,-69,-82,leste,P_9_1,1.57,13.74,Moto7
-87,-85,-95,-83,-87,-77,-80,-71,-81,leste,P_9_1,1.57,13.74,Moto7
-89,-88,-97,-80,-87,-75,-81,-73,-81,leste,P_9_1,1.57,13.74,Moto7
-87,-89,-94,-83,-88,-75,-80,-69,-83,leste,P_9_1,1.57,13.74,Moto7
-86,-89,-93,-84,-83,-75,-82,-71,-81,leste,P_9_1,1.57,13.74,Moto7
-86,-88,-97,-84,-88,-75,-82,-71,-81,leste,P_9_1,1.57,13.74,Moto7
-87,-87,-93,-82,-87,-75,-81,-75,-78,leste,P_9_1,1.57,13.74,Moto7
-88,-88,-92,-83,-86,-73,-81,-70,-81,leste,P_9_1,1.57,13.74,Moto7
-88,-89,-95,-86,-89,-76,-84,-70,-77,leste,P_9_1,1.57,13.74,Moto7
-88,-89,-94,-87,-86,-73,-83,-71,-80,leste,P_9_1,1.57,13.74,Moto7
-90,-87,-94,-85,-85,-76,-80,-71,-80,leste,P_9_1,1.57,13.74,Moto7
-90,-87,-95,-83,-86,-74,-82,-73,-83,leste,P_9_1,1.57,13.74,Moto7
-90,-89,-93,-85,-86,-77,-82,-70,-80,leste,P_9_1,1.57,13.74,Moto7
-89,-88,-95,-85,-89,-75,-80,-73,-86,leste,P_9_1,1.57,13.74,Moto7
-86,-88,-88,-86,-89,-71,-81,-73,-77,sul,P_9_1,1.57,13.74,Moto7
-89,-85,-87,-86,-84,-75,-81,-72,-75,sul,P_9_1,1.57,13.74,Moto7
-89,-86,-89,-87,-85,-76,-83,-72,-74,sul,P_9_1,1.57,13.74,Moto7
-88,-86,-89,-86,-84,-74,-81,-75,-75,sul,P_9_1,1.57,13.74,Moto7
-89,-86,-85,-86,-88,-76,-79,-71,-73,sul,P_9_1,1.57,13.74,Moto7
-87,-86,-87,-87,-86,-76,-84,-70,-72,sul,P_9_1,1.57,13.74,Moto7
-87,-90,-91,-89,-83,-74,-80,-74,-79,sul,P_9_1,1.57,13.74,Moto7
-89,-88,-93,-87,-82,-73,-81,-74,-78,sul,P_9_1,1.57,13.74,Moto7
